,State,Month,Year,stateBirths
0,1,1,1985,5027
1,1,2,1985,4627
2,1,3,1985,4738
3,1,4,1985,4626
4,1,5,1985,4834
5,1,6,1985,4755
6,1,7,1985,5255
7,1,8,1985,5364
8,1,9,1985,5356
9,1,10,1985,5144
10,1,11,1985,4883
11,1,12,1985,5127
12,2,1,1985,1020
13,2,3,1985,1047
14,2,4,1985,1089
15,2,5,1985,1148
16,2,6,1985,1070
17,2,8,1985,1118
18,2,9,1985,1118
19,2,11,1985,989
20,2,2,1985,1021
21,2,7,1985,1129
22,2,10,1985,1061
23,2,12,1985,1034
24,3,1,1985,4842
25,3,2,1985,4435
26,3,3,1985,4820
27,3,4,1985,4456
28,3,5,1985,4809
29,3,6,1985,4695
30,3,7,1985,5242
31,3,8,1985,5469
32,3,9,1985,5217
33,3,10,1985,5203
34,3,11,1985,4998
35,3,12,1985,5162
36,4,1,1985,2929
37,4,2,1985,2741
38,4,3,1985,2927
39,4,4,1985,2736
40,4,5,1985,2843
41,4,6,1985,2870
42,4,7,1985,3037
43,4,8,1985,3261
44,4,9,1985,3069
45,4,10,1985,3048
46,4,11,1985,2869
47,4,12,1985,2891
48,5,1,1985,38069
49,5,2,1985,34169
50,5,3,1985,38103
51,5,4,1985,36800
52,5,5,1985,39101
53,5,6,1985,37592
54,5,7,1985,41561
55,5,8,1985,43298
56,5,9,1985,42257
57,5,10,1985,41764
58,5,11,1985,38546
59,5,12,1985,39691
60,6,1,1985,4219
61,6,2,1985,4056
62,6,3,1985,4688
63,6,4,1985,4647
64,6,5,1985,4795
65,6,6,1985,4655
66,6,7,1985,4878
67,6,8,1985,4841
68,6,9,1985,4823
69,6,10,1985,4672
70,6,11,1985,4364
71,6,12,1985,4485
72,7,1,1985,3450
73,7,2,1985,3290
74,7,3,1985,3680
75,7,4,1985,3637
76,7,5,1985,3872
77,7,6,1985,3630
78,7,7,1985,3948
79,7,8,1985,3845
80,7,9,1985,3790
81,7,10,1985,3783
82,7,11,1985,3511
83,7,12,1985,3552
84,8,1,1985,805
85,8,2,1985,662
86,8,3,1985,754
87,8,4,1985,797
88,8,5,1985,764
89,8,6,1985,822
90,8,7,1985,882
91,8,8,1985,842
92,8,9,1985,829
93,8,10,1985,896
94,8,11,1985,770
95,8,12,1985,795
96,10,1,1985,13422
97,10,2,1985,12290
98,10,3,1985,13331
99,10,4,1985,12554
100,10,5,1985,13220
101,10,6,1985,12666
102,10,7,1985,14098
103,10,8,1985,14716
104,10,9,1985,14870
105,10,10,1985,14638
106,10,11,1985,13672
107,10,12,1985,14339
108,11,1,1985,7963
109,11,3,1985,7778
110,11,6,1985,7763
111,11,9,1985,8816
112,11,11,1985,7895
113,11,2,1985,7251
114,11,4,1985,7438
115,11,5,1985,7672
116,11,7,1985,8268
117,11,8,1985,8786
118,11,10,1985,8395
119,11,12,1985,8315
120,12,1,1985,1456
121,12,2,1985,1360
122,12,3,1985,1521
123,12,4,1985,1465
124,12,5,1985,1524
125,12,6,1985,1465
126,12,7,1985,1601
127,12,8,1985,1566
128,12,9,1985,1671
129,12,10,1985,1585
130,12,11,1985,1449
131,12,12,1985,1644
132,13,1,1985,1409
133,13,2,1985,1358
134,13,3,1985,1446
135,13,4,1985,1524
136,13,5,1985,1595
137,13,6,1985,1505
138,13,7,1985,1659
139,13,8,1985,1525
140,13,9,1985,1496
141,13,10,1985,1410
142,13,11,1985,1319
143,13,12,1985,1321
144,14,1,1985,14476
145,14,2,1985,13731
146,14,3,1985,15134
147,14,4,1985,14745
148,14,5,1985,15358
149,14,6,1985,15089
150,14,7,1985,16012
151,14,8,1985,16231
152,14,9,1985,15472
153,14,10,1985,15179
154,14,11,1985,14544
155,14,12,1985,14766
156,15,1,1985,6390
157,15,2,1985,6114
158,15,3,1985,6876
159,15,4,1985,6457
160,15,5,1985,6723
161,15,6,1985,6847
162,15,7,1985,7218
163,15,8,1985,7238
164,15,9,1985,7143
165,15,10,1985,6808
166,15,11,1985,6467
167,15,12,1985,6665
168,16,1,1985,3415
169,16,2,1985,3166
170,16,3,1985,3592
171,16,4,1985,3490
172,16,6,1985,3356
173,16,9,1985,3508
174,16,10,1985,3459
175,16,11,1985,3175
176,16,5,1985,3581
177,16,7,1985,3595
178,16,8,1985,3682
179,16,12,1985,3202
180,17,1,1985,3109
181,17,2,1985,3011
182,17,3,1985,3354
183,17,4,1985,3297
184,17,5,1985,3469
185,17,6,1985,3159
186,17,7,1985,3597
187,17,8,1985,3509
188,17,9,1985,3406
189,17,10,1985,3356
190,17,11,1985,3141
191,17,12,1985,3271
192,18,1,1985,4434
193,18,2,1985,3962
194,18,3,1985,4232
195,18,4,1985,4216
196,18,5,1985,4418
197,18,6,1985,4425
198,18,7,1985,4562
199,18,8,1985,4870
200,18,9,1985,4726
201,18,10,1985,4467
202,18,11,1985,4164
203,18,12,1985,4409
204,19,1,1985,6953
205,19,2,1985,6251
206,19,3,1985,6550
207,19,4,1985,6212
208,19,5,1985,6606
209,19,6,1985,6410
210,19,7,1985,6989
211,19,8,1985,7564
212,19,9,1985,7345
213,19,10,1985,7089
214,19,11,1985,6546
215,19,12,1985,6943
216,20,1,1985,1372
217,20,2,1985,1259
218,20,3,1985,1421
219,20,4,1985,1467
220,20,5,1985,1448
221,20,6,1985,1415
222,20,7,1985,1516
223,20,8,1985,1502
224,20,9,1985,1532
225,20,10,1985,1478
226,20,11,1985,1195
227,20,12,1985,1298
228,21,1,1985,5402
229,21,2,1985,5082
230,21,3,1985,5583
231,21,4,1985,5438
232,21,5,1985,5766
233,21,6,1985,5717
234,21,7,1985,6115
235,21,8,1985,6102
236,21,9,1985,5987
237,21,10,1985,5792
238,21,11,1985,5424
239,21,12,1985,5607
240,22,1,1985,6234
241,22,2,1985,6071
242,22,3,1985,6797
243,22,4,1985,6753
244,22,5,1985,7254
245,22,6,1985,6791
246,22,7,1985,7447
247,22,8,1985,7356
248,22,9,1985,7147
249,22,10,1985,6945
250,22,11,1985,6524
251,22,12,1985,6461
252,23,1,1985,11085
253,23,3,1985,11882
254,23,5,1985,12148
255,23,7,1985,12257
256,23,9,1985,11771
257,23,12,1985,10760
258,23,6,1985,11645
259,23,8,1985,12173
260,23,10,1985,11540
261,23,2,1985,10395
262,23,4,1985,11586
263,23,11,1985,10779
264,24,1,1985,5335
265,24,2,1985,5064
266,24,3,1985,5920
267,24,4,1985,5832
268,24,5,1985,5955
269,24,6,1985,5751
270,24,7,1985,5811
271,24,8,1985,5761
272,24,9,1985,5719
273,24,10,1985,5667
274,24,11,1985,5239
275,24,12,1985,5358
276,25,1,1985,3711
277,25,2,1985,3307
278,25,3,1985,3562
279,25,4,1985,3264
280,25,5,1985,3544
281,25,6,1985,3459
282,25,7,1985,3898
283,25,8,1985,3913
284,25,9,1985,3897
285,25,10,1985,3546
286,25,11,1985,3526
287,25,12,1985,3822
288,26,1,1985,6222
289,26,2,1985,5805
290,26,3,1985,6494
291,26,4,1985,6139
292,26,5,1985,6563
293,26,6,1985,6331
294,26,7,1985,6780
295,26,8,1985,6683
296,26,9,1985,6850
297,26,10,1985,6659
298,26,11,1985,6194
299,26,12,1985,6258
300,27,1,1985,1061
301,27,2,1985,990
302,27,3,1985,1131
303,27,4,1985,1130
304,27,6,1985,1201
305,27,8,1985,1162
306,27,9,1985,1192
307,27,10,1985,1096
308,27,5,1985,1261
309,27,7,1985,1200
310,27,11,1985,1011
311,27,12,1985,1059
312,28,1,1985,2051
313,28,2,1985,1998
314,28,3,1985,2209
315,28,4,1985,2160
316,28,5,1985,2250
317,28,6,1985,2121
318,28,7,1985,2248
319,28,8,1985,2276
320,28,9,1985,2166
321,28,10,1985,2070
322,28,11,1985,2008
323,28,12,1985,1994
324,29,1,1985,1200
325,29,2,1985,1092
326,29,3,1985,1285
327,29,4,1985,1182
328,29,5,1985,1319
329,29,6,1985,1281
330,29,7,1985,1397
331,29,8,1985,1387
332,29,9,1985,1384
333,29,10,1985,1324
334,29,11,1985,1208
335,29,12,1985,1266
336,30,1,1985,1193
337,30,2,1985,1138
338,30,3,1985,1210
339,30,4,1985,1215
340,30,5,1985,1356
341,30,6,1985,1319
342,30,7,1985,1446
343,30,8,1985,1389
344,30,9,1985,1408
345,30,10,1985,1271
346,30,11,1985,1148
347,30,12,1985,1360
348,31,1,1985,8501
349,31,2,1985,7757
350,31,3,1985,8644
351,31,4,1985,8485
352,31,5,1985,8959
353,31,6,1985,8959
354,31,7,1985,9422
355,31,8,1985,9280
356,31,9,1985,9273
357,31,10,1985,9148
358,31,11,1985,8575
359,31,12,1985,8563
360,32,1,1985,2221
361,32,2,1985,2080
362,32,3,1985,2338
363,32,4,1985,2209
364,32,5,1985,2311
365,32,6,1985,2366
366,32,7,1985,2507
367,32,8,1985,2463
368,32,9,1985,2503
369,32,10,1985,2340
370,32,11,1985,2165
371,32,12,1985,2254
372,33,1,1985,20766
373,33,2,1985,19308
374,33,3,1985,21471
375,33,4,1985,20896
376,33,5,1985,22399
377,33,6,1985,21900
378,33,7,1985,23636
379,33,8,1985,22927
380,33,9,1985,22458
381,33,10,1985,22007
382,33,11,1985,20525
383,33,12,1985,21172
384,34,1,1985,7421
385,34,2,1985,6688
386,34,3,1985,7209
387,34,4,1985,7011
388,34,5,1985,7490
389,34,6,1985,7278
390,34,7,1985,7949
391,34,8,1985,8028
392,34,9,1985,7998
393,34,10,1985,7642
394,34,11,1985,7172
395,34,12,1985,7511
396,35,1,1985,994
397,35,3,1985,1027
398,35,4,1985,1015
399,35,5,1985,978
400,35,6,1985,979
401,35,7,1985,1052
402,35,8,1985,1033
403,35,9,1985,984
404,35,11,1985,866
405,35,2,1985,881
406,35,12,1985,941
407,35,10,1985,971
408,36,1,1985,12744
409,36,2,1985,12072
410,36,3,1985,13549
411,36,4,1985,13344
412,36,5,1985,13701
413,36,6,1985,13223
414,36,7,1985,14381
415,36,8,1985,14134
416,36,9,1985,13957
417,36,10,1985,13649
418,36,11,1985,12764
419,36,12,1985,12956
420,37,1,1985,4384
421,37,2,1985,4050
422,37,3,1985,4445
423,37,4,1985,4323
424,37,5,1985,4417
425,37,6,1985,4170
426,37,7,1985,4808
427,37,8,1985,4860
428,37,9,1985,4576
429,37,10,1985,4587
430,37,11,1985,4182
431,37,12,1985,4335
432,38,1,1985,3219
433,38,2,1985,3002
434,38,3,1985,3388
435,38,4,1985,3264
436,38,5,1985,3502
437,38,6,1985,3235
438,38,7,1985,3512
439,38,8,1985,3565
440,38,9,1985,3324
441,38,10,1985,3242
442,38,11,1985,2981
443,38,12,1985,3252
444,39,1,1985,12722
445,39,2,1985,12024
446,39,3,1985,13218
447,39,4,1985,13033
448,39,5,1985,13722
449,39,6,1985,13221
450,39,7,1985,14435
451,39,8,1985,14107
452,39,9,1985,14153
453,39,10,1985,13930
454,39,11,1985,12894
455,39,12,1985,13069
456,40,1,1985,1031
457,40,2,1985,1008
458,40,3,1985,1057
459,40,4,1985,1081
460,40,5,1985,1114
461,40,6,1985,1081
462,40,7,1985,1152
463,40,8,1985,1164
464,40,9,1985,1117
465,40,10,1985,1121
466,40,11,1985,1030
467,40,12,1985,1077
468,41,1,1985,4394
469,41,2,1985,3936
470,41,3,1985,4224
471,41,4,1985,4041
472,41,5,1985,4220
473,41,6,1985,4210
474,41,7,1985,4665
475,41,8,1985,4547
476,41,9,1985,4666
477,41,10,1985,4365
478,41,11,1985,4111
479,41,12,1985,4521
480,42,1,1985,899
481,42,2,1985,946
482,42,3,1985,1051
483,42,4,1985,1054
484,42,5,1985,1039
485,42,6,1985,1033
486,42,7,1985,1119
487,42,8,1985,1032
488,42,9,1985,1065
489,42,10,1985,1001
490,42,11,1985,957
491,42,12,1985,934
492,43,1,1985,5422
493,43,2,1985,4998
494,43,3,1985,5443
495,43,4,1985,5431
496,43,5,1985,5621
497,43,6,1985,5474
498,43,7,1985,5935
499,43,8,1985,5996
500,43,9,1985,5845
501,43,10,1985,5592
502,43,11,1985,5448
503,43,12,1985,5552
504,44,1,1985,25283
505,44,2,1985,22701
506,44,3,1985,24750
507,44,4,1985,23747
508,44,5,1985,25443
509,44,6,1985,24471
510,44,7,1985,27056
511,44,8,1985,28064
512,44,9,1985,27737
513,44,10,1985,27237
514,44,11,1985,25657
515,44,12,1985,26018
516,45,3,1985,3211
517,45,6,1985,3189
518,45,1,1985,2937
519,45,2,1985,2905
520,45,4,1985,3148
521,45,5,1985,3395
522,45,7,1985,3334
523,45,8,1985,3260
524,45,9,1985,3171
525,45,10,1985,3130
526,45,11,1985,2887
527,45,12,1985,2884
528,46,1,1985,649
529,46,2,1985,576
530,46,3,1985,650
531,46,4,1985,680
532,46,5,1985,731
533,46,6,1985,696
534,46,7,1985,707
535,46,8,1985,731
536,46,9,1985,659
537,46,10,1985,722
538,46,11,1985,597
539,46,12,1985,638
540,47,1,1985,7119
541,47,2,1985,6540
542,47,3,1985,6969
543,47,4,1985,6985
544,47,5,1985,7017
545,47,6,1985,7276
546,47,7,1985,7521
547,47,8,1985,7645
548,47,9,1985,7615
549,47,10,1985,7366
550,47,11,1985,6711
551,47,12,1985,7288
552,48,1,1985,5607
553,48,2,1985,5212
554,48,3,1985,6002
555,48,4,1985,5895
556,48,5,1985,6255
557,48,6,1985,5983
558,48,7,1985,6300
559,48,8,1985,6099
560,48,9,1985,5989
561,48,10,1985,5904
562,48,11,1985,5333
563,48,12,1985,5651
564,49,2,1985,1836
565,49,3,1985,1991
566,49,4,1985,1945
567,49,5,1985,2027
568,49,6,1985,1991
569,49,7,1985,2211
570,49,8,1985,2110
571,49,9,1985,2117
572,49,10,1985,2023
573,49,11,1985,1854
574,49,12,1985,2058
575,49,1,1985,1969
576,50,1,1985,5958
577,50,2,1985,5581
578,50,3,1985,6403
579,50,4,1985,6239
580,50,5,1985,6392
581,50,6,1985,6277
582,50,7,1985,6404
583,50,8,1985,6343
584,50,9,1985,6448
585,50,10,1985,6107
586,50,11,1985,5785
587,50,12,1985,5806
588,51,1,1985,754
589,51,2,1985,724
590,51,3,1985,791
591,51,4,1985,805
592,51,5,1985,852
593,51,6,1985,848
594,51,7,1985,810
595,51,8,1985,841
596,51,9,1985,810
597,51,10,1985,764
598,51,11,1985,701
599,51,12,1985,666
600,1,1,1986,5075
601,1,2,1986,4458
602,1,3,1986,4736
603,1,4,1986,4551
604,1,5,1986,4689
605,1,6,1986,4795
606,1,7,1986,5344
607,1,8,1986,5311
608,1,9,1986,5326
609,1,10,1986,5083
610,1,11,1986,4862
611,1,12,1986,5235
612,2,1,1986,1018
613,2,2,1986,909
614,2,3,1986,1079
615,2,4,1986,980
616,2,5,1986,1087
617,2,6,1986,1036
618,2,7,1986,1094
619,2,8,1986,1010
620,2,10,1986,1069
621,2,12,1986,922
622,2,9,1986,1033
623,2,11,1986,930
624,3,1,1986,4918
625,3,2,1986,4574
626,3,3,1986,4949
627,3,4,1986,4700
628,3,5,1986,4802
629,3,6,1986,4937
630,3,7,1986,5460
631,3,8,1986,5494
632,3,9,1986,5551
633,3,10,1986,5370
634,3,11,1986,4811
635,3,12,1986,5308
636,4,1,1986,2869
637,4,2,1986,2589
638,4,3,1986,2794
639,4,4,1986,2724
640,4,5,1986,2691
641,4,6,1986,2780
642,4,7,1986,3121
643,4,8,1986,3086
644,4,9,1986,3223
645,4,10,1986,2811
646,4,11,1986,2694
647,4,12,1986,3011
648,5,1,1986,38846
649,5,2,1986,35834
650,5,3,1986,39402
651,5,4,1986,38761
652,5,5,1986,40833
653,5,6,1986,39855
654,5,7,1986,42593
655,5,8,1986,43423
656,5,9,1986,42595
657,5,10,1986,41565
658,5,11,1986,38324
659,5,12,1986,40205
660,6,1,1986,4449
661,6,2,1986,4184
662,6,3,1986,4513
663,6,4,1986,4825
664,6,5,1986,4876
665,6,6,1986,4636
666,6,7,1986,4923
667,6,8,1986,4938
668,6,9,1986,4741
669,6,10,1986,4645
670,6,11,1986,4059
671,6,12,1986,4362
672,7,1,1986,3571
673,7,2,1986,3367
674,7,3,1986,3851
675,7,4,1986,3756
676,7,5,1986,3849
677,7,6,1986,3763
678,7,7,1986,3961
679,7,8,1986,3958
680,7,9,1986,3953
681,7,10,1986,3710
682,7,11,1986,3470
683,7,12,1986,3641
684,8,1,1986,771
685,8,2,1986,760
686,8,3,1986,843
687,8,4,1986,784
688,8,5,1986,828
689,8,6,1986,789
690,8,7,1986,872
691,8,8,1986,841
692,8,9,1986,869
693,8,10,1986,753
694,8,11,1986,781
695,8,12,1986,827
696,10,1,1986,13952
697,10,2,1986,12529
698,10,3,1986,13180
699,10,4,1986,13106
700,10,5,1986,13381
701,10,6,1986,13024
702,10,7,1986,14237
703,10,8,1986,14755
704,10,9,1986,15219
705,10,10,1986,15379
706,10,11,1986,13911
707,10,12,1986,14928
708,11,2,1986,7364
709,11,9,1986,8967
710,11,10,1986,8584
711,11,1,1986,8216
712,11,4,1986,7780
713,11,6,1986,7792
714,11,7,1986,8732
715,11,8,1986,8775
716,11,11,1986,7949
717,11,12,1986,8496
718,11,3,1986,7670
719,11,5,1986,7858
720,12,1,1986,1543
721,12,2,1986,1419
722,12,3,1986,1466
723,12,4,1986,1461
724,12,5,1986,1515
725,12,6,1986,1506
726,12,7,1986,1584
727,12,8,1986,1591
728,12,9,1986,1647
729,12,10,1986,1596
730,12,11,1986,1505
731,12,12,1986,1464
732,13,1,1986,1353
733,13,2,1986,1320
734,13,3,1986,1435
735,13,4,1986,1366
736,13,5,1986,1483
737,13,6,1986,1412
738,13,7,1986,1499
739,13,8,1986,1406
740,13,9,1986,1435
741,13,10,1986,1310
742,13,11,1986,1117
743,13,12,1986,1312
744,14,1,1986,14275
745,14,2,1986,13388
746,14,3,1986,15220
747,14,4,1986,14276
748,14,5,1986,15095
749,14,6,1986,14485
750,14,7,1986,15756
751,14,8,1986,15869
752,14,9,1986,15374
753,14,10,1986,14690
754,14,11,1986,13607
755,14,12,1986,14682
756,15,1,1986,6426
757,15,2,1986,5979
758,15,3,1986,6728
759,15,4,1986,6526
760,15,5,1986,6678
761,15,6,1986,6485
762,15,7,1986,7078
763,15,8,1986,7025
764,15,9,1986,7094
765,15,10,1986,6656
766,15,11,1986,6058
767,15,12,1986,6589
768,16,1,1986,3272
769,16,3,1986,3366
770,16,5,1986,3328
771,16,8,1986,3431
772,16,10,1986,3210
773,16,2,1986,3013
774,16,4,1986,3267
775,16,7,1986,3427
776,16,9,1986,3407
777,16,11,1986,2955
778,16,12,1986,2962
779,16,6,1986,3133
780,17,1,1986,3246
781,17,2,1986,3025
782,17,3,1986,3332
783,17,4,1986,3226
784,17,5,1986,3290
785,17,6,1986,3237
786,17,7,1986,3563
787,17,8,1986,3475
788,17,9,1986,3500
789,17,10,1986,3292
790,17,11,1986,2882
791,17,12,1986,3197
792,18,1,1986,4429
793,18,2,1986,3899
794,18,3,1986,4189
795,18,4,1986,4075
796,18,5,1986,4241
797,18,6,1986,4216
798,18,7,1986,4663
799,18,8,1986,4573
800,18,9,1986,4629
801,18,10,1986,4441
802,18,11,1986,4067
803,18,12,1986,4372
804,19,1,1986,6739
805,19,2,1986,5839
806,19,3,1986,6230
807,19,4,1986,5925
808,19,5,1986,6005
809,19,6,1986,6122
810,19,7,1986,6898
811,19,8,1986,7031
812,19,9,1986,7113
813,19,10,1986,6871
814,19,11,1986,6466
815,19,12,1986,6716
816,20,1,1986,1289
817,20,2,1986,1268
818,20,3,1986,1448
819,20,4,1986,1335
820,20,5,1986,1489
821,20,6,1986,1458
822,20,7,1986,1528
823,20,8,1986,1494
824,20,9,1986,1474
825,20,10,1986,1388
826,20,11,1986,1244
827,20,12,1986,1294
828,21,1,1986,5649
829,21,2,1986,5268
830,21,3,1986,5859
831,21,4,1986,5601
832,21,5,1986,5739
833,21,6,1986,5573
834,21,7,1986,6165
835,21,8,1986,6292
836,21,9,1986,6308
837,21,10,1986,5836
838,21,11,1986,5421
839,21,12,1986,5827
840,22,1,1986,6581
841,22,2,1986,6167
842,22,3,1986,6991
843,22,4,1986,6921
844,22,5,1986,7309
845,22,6,1986,6886
846,22,7,1986,7096
847,22,8,1986,7361
848,22,9,1986,7203
849,22,10,1986,6974
850,22,11,1986,6199
851,22,12,1986,6502
852,23,1,1986,11011
853,23,2,1986,10369
854,23,4,1986,11341
855,23,5,1986,12013
856,23,7,1986,12178
857,23,9,1986,12218
858,23,10,1986,11394
859,23,11,1986,10449
860,23,12,1986,11331
861,23,6,1986,11501
862,23,8,1986,12178
863,23,3,1986,11648
864,24,1,1986,5252
865,24,2,1986,5023
866,24,3,1986,5593
867,24,5,1986,5902
868,24,6,1986,5599
869,24,7,1986,5819
870,24,8,1986,5777
871,24,9,1986,5768
872,24,10,1986,5408
873,24,11,1986,4863
874,24,12,1986,5146
875,24,4,1986,5634
876,25,1,1986,3567
877,25,2,1986,3135
878,25,3,1986,3385
879,25,4,1986,3126
880,25,5,1986,3237
881,25,6,1986,3343
882,25,7,1986,3693
883,25,8,1986,3784
884,25,9,1986,3853
885,25,10,1986,3676
886,25,11,1986,3391
887,25,12,1986,3681
888,26,1,1986,6137
889,26,2,1986,5665
890,26,3,1986,6226
891,26,4,1986,6048
892,26,5,1986,6280
893,26,6,1986,6219
894,26,7,1986,6792
895,26,8,1986,6832
896,26,9,1986,6726
897,26,10,1986,6188
898,26,11,1986,5818
899,26,12,1986,6328
900,27,1,1986,1044
901,27,4,1986,1052
902,27,5,1986,1202
903,27,9,1986,1090
904,27,12,1986,980
905,27,2,1986,979
906,27,3,1986,1119
907,27,6,1986,1137
908,27,7,1986,1125
909,27,8,1986,1106
910,27,10,1986,991
911,27,11,1986,909
912,28,1,1986,2054
913,28,2,1986,1863
914,28,3,1986,2080
915,28,4,1986,2006
916,28,5,1986,2094
917,28,6,1986,1970
918,28,7,1986,2205
919,28,8,1986,2074
920,28,9,1986,2102
921,28,10,1986,2054
922,28,11,1986,1914
923,28,12,1986,2010
924,29,1,1986,1237
925,29,2,1986,1210
926,29,3,1986,1273
927,29,4,1986,1244
928,29,5,1986,1386
929,29,6,1986,1323
930,29,7,1986,1482
931,29,8,1986,1435
932,29,9,1986,1331
933,29,10,1986,1384
934,29,11,1986,1265
935,29,12,1986,1327
936,30,1,1986,1262
937,30,2,1986,1167
938,30,3,1986,1316
939,30,4,1986,1317
940,30,5,1986,1426
941,30,6,1986,1291
942,30,7,1986,1469
943,30,8,1986,1395
944,30,9,1986,1436
945,30,10,1986,1347
946,30,11,1986,1243
947,30,12,1986,1226
948,31,1,1986,8733
949,31,2,1986,8099
950,31,3,1986,9181
951,31,4,1986,8871
952,31,5,1986,9207
953,31,6,1986,8961
954,31,7,1986,9725
955,31,8,1986,9536
956,31,9,1986,9628
957,31,10,1986,9222
958,31,11,1986,8558
959,31,12,1986,9091
960,32,1,1986,2233
961,32,2,1986,2019
962,32,3,1986,2269
963,32,4,1986,2207
964,32,5,1986,2267
965,32,6,1986,2310
966,32,7,1986,2398
967,32,8,1986,2451
968,32,9,1986,2418
969,32,10,1986,2391
970,32,11,1986,2135
971,32,12,1986,2294
972,33,1,1986,21109
973,33,2,1986,19735
974,33,3,1986,22465
975,33,4,1986,21666
976,33,5,1986,22603
977,33,6,1986,21721
978,33,7,1986,23838
979,33,8,1986,23039
980,33,9,1986,22954
981,33,10,1986,22116
982,33,11,1986,20868
983,33,12,1986,21913
984,34,1,1986,7534
985,34,2,1986,6900
986,34,3,1986,7471
987,34,4,1986,7224
988,34,5,1986,7315
989,34,6,1986,7207
990,34,7,1986,7992
991,34,8,1986,7929
992,34,9,1986,8168
993,34,10,1986,7753
994,34,11,1986,7216
995,34,12,1986,7545
996,35,1,1986,916
997,35,2,1986,852
998,35,3,1986,936
999,35,4,1986,971
1000,35,5,1986,966
1001,35,6,1986,887
1002,35,7,1986,918
1003,35,8,1986,937
1004,35,10,1986,883
1005,35,12,1986,891
1006,35,9,1986,912
1007,35,11,1986,750
1008,36,1,1986,12680
1009,36,2,1986,12036
1010,36,3,1986,13520
1011,36,4,1986,13008
1012,36,5,1986,13538
1013,36,6,1986,12966
1014,36,7,1986,14025
1015,36,8,1986,13845
1016,36,9,1986,14123
1017,36,10,1986,13504
1018,36,11,1986,12168
1019,36,12,1986,12613
1020,37,1,1986,4231
1021,37,2,1986,3902
1022,37,3,1986,4172
1023,37,4,1986,4039
1024,37,5,1986,4165
1025,37,6,1986,4156
1026,37,7,1986,4583
1027,37,8,1986,4476
1028,37,9,1986,4584
1029,37,10,1986,4316
1030,37,11,1986,3798
1031,37,12,1986,4218
1032,38,1,1986,3088
1033,38,2,1986,2866
1034,38,3,1986,3299
1035,38,4,1986,3376
1036,38,5,1986,3545
1037,38,6,1986,3341
1038,38,7,1986,3500
1039,38,8,1986,3464
1040,38,9,1986,3365
1041,38,10,1986,3116
1042,38,11,1986,2849
1043,38,12,1986,3062
1044,39,1,1986,13095
1045,39,2,1986,12103
1046,39,3,1986,13754
1047,39,4,1986,13373
1048,39,5,1986,13768
1049,39,6,1986,13220
1050,39,7,1986,14465
1051,39,8,1986,14350
1052,39,9,1986,14199
1053,39,10,1986,13399
1054,39,11,1986,12383
1055,39,12,1986,12861
1056,40,1,1986,1078
1057,40,2,1986,1018
1058,40,3,1986,1069
1059,40,4,1986,1135
1060,40,5,1986,1171
1061,40,6,1986,1072
1062,40,7,1986,1236
1063,40,8,1986,1166
1064,40,9,1986,1177
1065,40,10,1986,1151
1066,40,11,1986,1036
1067,40,12,1986,1135
1068,41,1,1986,4311
1069,41,2,1986,3898
1070,41,3,1986,4223
1071,41,4,1986,4103
1072,41,5,1986,4096
1073,41,6,1986,4136
1074,41,7,1986,4576
1075,41,8,1986,4584
1076,41,9,1986,4716
1077,41,10,1986,4489
1078,41,11,1986,4143
1079,41,12,1986,4525
1080,42,1,1986,936
1081,42,2,1986,959
1082,42,3,1986,1007
1083,42,4,1986,935
1084,42,5,1986,1029
1085,42,6,1986,1007
1086,42,7,1986,1004
1087,42,8,1986,1038
1088,42,9,1986,1011
1089,42,10,1986,964
1090,42,11,1986,824
1091,42,12,1986,901
1092,43,1,1986,5393
1093,43,2,1986,4892
1094,43,3,1986,5467
1095,43,4,1986,5154
1096,43,5,1986,5356
1097,43,6,1986,5349
1098,43,7,1986,5937
1099,43,8,1986,5981
1100,43,9,1986,6061
1101,43,10,1986,5558
1102,43,11,1986,5226
1103,43,12,1986,5875
1104,44,1,1986,25315
1105,44,2,1986,22992
1106,44,3,1986,24620
1107,44,4,1986,24092
1108,44,5,1986,24960
1109,44,6,1986,24679
1110,44,7,1986,27564
1111,44,8,1986,27533
1112,44,9,1986,28021
1113,44,10,1986,26545
1114,44,11,1986,24295
1115,44,12,1986,26450
1116,45,3,1986,3271
1117,45,7,1986,3322
1118,45,12,1986,2795
1119,45,1,1986,2904
1120,45,2,1986,2792
1121,45,4,1986,3238
1122,45,5,1986,3284
1123,45,6,1986,3160
1124,45,8,1986,3128
1125,45,9,1986,3096
1126,45,10,1986,2917
1127,45,11,1986,2505
1128,46,1,1986,673
1129,46,2,1986,576
1130,46,3,1986,677
1131,46,4,1986,710
1132,46,5,1986,736
1133,46,6,1986,756
1134,46,7,1986,699
1135,46,8,1986,711
1136,46,9,1986,697
1137,46,10,1986,668
1138,46,11,1986,622
1139,46,12,1986,614
1140,47,1,1986,7042
1141,47,2,1986,6499
1142,47,3,1986,7284
1143,47,4,1986,6951
1144,47,5,1986,7178
1145,47,6,1986,7071
1146,47,7,1986,7804
1147,47,8,1986,7748
1148,47,9,1986,7854
1149,47,10,1986,7436
1150,47,11,1986,6852
1151,47,12,1986,7464
1152,48,1,1986,5621
1153,48,2,1986,5183
1154,48,3,1986,5967
1155,48,4,1986,5777
1156,48,5,1986,6300
1157,48,6,1986,5962
1158,48,7,1986,6237
1159,48,8,1986,6163
